Pokemon,CP,Level,IV_Attack,IV_Defense,IV_HP,Evolution(CP),Collected,Collected_Shadow,Collected_Purified
Quaxly,520,LV19,14,1,5,Quaxly(520)-Quaxwell(884)-Quaquaval(1527),YES,NO,NO
Quaxly,520,LV18.5,14,1,13,Quaxly(520)-Quaxwell(880)-Quaquaval(1516),YES,NO,NO
Quaxly,520,LV19,14,2,3,Quaxly(520)-Quaxwell(882)-Quaquaval(1524),YES,NO,NO
Quaxly,520,LV19,14,4,0,Quaxly(520)-Quaxwell(881)-Quaquaval(1522),YES,NO,NO
Quaxly,520,LV18.5,14,4,8,Quaxly(520)-Quaxwell(878)-Quaquaval(1512),YES,NO,NO
Quaxly,520,LV18.5,14,5,6,Quaxly(520)-Quaxwell(877)-Quaquaval(1509),YES,NO,NO
Quaxly,520,LV18,14,5,15,Quaxly(520)-Quaxwell(874)-Quaquaval(1500),YES,NO,NO
Quaxly,520,LV18,14,6,13,Quaxly(520)-Quaxwell(873)-Quaquaval(1498),YES,NO,NO
Quaxly,520,LV18.5,14,7,3,Quaxly(520)-Quaxwell(876)-Quaquaval(1507),YES,NO,NO
Quaxly,520,LV18,14,7,11,Quaxly(520)-Quaxwell(871)-Quaquaval(1495),YES,NO,NO
Quaxly,520,LV18.5,14,8,1,Quaxly(520)-Quaxwell(874)-Quaquaval(1504),YES,NO,NO
Quaxly,520,LV18.5,14,9,0,Quaxly(520)-Quaxwell(875)-Quaquaval(1505),YES,NO,NO
Quaxly,520,LV18,14,9,8,Quaxly(520)-Quaxwell(871)-Quaquaval(1493),YES,NO,NO
Quaxly,520,LV17.5,14,10,15,Quaxly(520)-Quaxwell(866)-Quaquaval(1481),YES,NO,NO
Quaxly,520,LV18,14,11,5,Quaxly(520)-Quaxwell(870)-Quaquaval(1491),YES,NO,NO
Quaxly,520,LV18,14,12,3,Quaxly(520)-Quaxwell(868)-Quaquaval(1488),YES,NO,NO
Quaxly,520,LV17.5,14,12,12,Quaxly(520)-Quaxwell(866)-Quaquaval(1479),YES,NO,NO
Quaxly,520,LV17.5,14,13,10,Quaxly(520)-Quaxwell(864)-Quaquaval(1476),YES,NO,NO
Quaxly,520,LV18,14,14,0,Quaxly(520)-Quaxwell(867)-Quaquaval(1486),YES,NO,NO
Quaxly,520,LV17.5,14,14,9,Quaxly(520)-Quaxwell(865)-Quaquaval(1477),YES,NO,NO
Quaxly,520,LV17.5,14,15,7,Quaxly(520)-Quaxwell(863)-Quaquaval(1474),YES,NO,NO
Quaxly,520,LV18.5,15,1,11,Quaxly(520)-Quaxwell(880)-Quaquaval(1515),YES,NO,NO
Quaxly,520,LV19,15,2,1,Quaxly(520)-Quaxwell(882)-Quaquaval(1523),YES,NO,NO
Quaxly,520,LV18.5,15,2,9,Quaxly(520)-Quaxwell(878)-Quaquaval(1512),YES,NO,NO
Quaxly,520,LV18.5,15,3,7,Quaxly(520)-Quaxwell(877)-Quaquaval(1510),YES,NO,NO
Quaxly,520,LV18,15,4,14,Quaxly(520)-Quaxwell(873)-Quaquaval(1498),YES,NO,NO
Quaxly,520,LV18.5,15,5,4,Quaxly(520)-Quaxwell(877)-Quaquaval(1508),YES,NO,NO
Quaxly,520,LV18.5,15,6,2,Quaxly(520)-Quaxwell(875)-Quaquaval(1505),YES,NO,NO
Quaxly,520,LV18,15,7,9,Quaxly(520)-Quaxwell(872)-Quaquaval(1494),YES,NO,NO
Quaxly,520,LV18,15,8,7,Quaxly(520)-Quaxwell(870)-Quaquaval(1491),YES,NO,NO
Quaxly,520,LV18,15,10,4,Quaxly(520)-Quaxwell(869)-Quaquaval(1489),YES,NO,NO
Quaxly,520,LV17.5,15,10,13,Quaxly(520)-Quaxwell(867)-Quaquaval(1480),YES,NO,NO
Quaxly,520,LV17.5,15,11,11,Quaxly(520)-Quaxwell(865)-Quaquaval(1477),YES,NO,NO
Quaxly,520,LV18,15,12,1,Quaxly(520)-Quaxwell(868)-Quaquaval(1487),YES,NO,NO
Quaxly,520,LV17.5,15,13,8,Quaxly(520)-Quaxwell(864)-Quaquaval(1475),YES,NO,NO
Quaxly,520,LV17.5,15,15,5,Quaxly(520)-Quaxwell(863)-Quaquaval(1473),YES,NO,NO
Quaxly,520,LV17,15,15,14,Quaxly(520)-Quaxwell(860)-Quaquaval(1462),YES,NO,NO
Quaxwell,520,LV12,0,0,11,Quaxly(298)-Quaxwell(520)-Quaquaval(921),YES,NO,NO
Quaxwell,520,LV12,0,2,8,Quaxly(299)-Quaxwell(520)-Quaquaval(920),YES,NO,NO
Quaxwell,520,LV12,0,4,5,Quaxly(299)-Quaxwell(520)-Quaquaval(919),YES,NO,NO
Quaxwell,520,LV12,0,5,4,Quaxly(300)-Quaxwell(520)-Quaquaval(920),YES,NO,NO
Quaxwell,520,LV12,0,7,1,Quaxly(300)-Quaxwell(520)-Quaquaval(918),YES,NO,NO
Quaxwell,520,LV12,0,8,0,Quaxly(301)-Quaxwell(520)-Quaquaval(919),YES,NO,NO
Quaxwell,520,LV11.5,0,8,15,Quaxly(303)-Quaxwell(520)-Quaquaval(913),YES,NO,NO
Quaxwell,520,LV11.5,0,10,12,Quaxly(303)-Quaxwell(520)-Quaquaval(912),YES,NO,NO
Quaxwell,520,LV11.5,0,11,11,Quaxly(303)-Quaxwell(520)-Quaquaval(913),YES,NO,NO
Quaxwell,520,LV11.5,0,13,8,Quaxly(304)-Quaxwell(520)-Quaquaval(911),YES,NO,NO
Quaxwell,520,LV11.5,0,14,7,Quaxly(304)-Quaxwell(520)-Quaquaval(912),YES,NO,NO
Quaxwell,520,LV12,1,0,9,Quaxly(299)-Quaxwell(520)-Quaquaval(920),YES,NO,NO
Quaxwell,520,LV12,1,1,7,Quaxly(299)-Quaxwell(520)-Quaquaval(919),YES,NO,NO
Quaxwell,520,LV12,1,2,6,Quaxly(299)-Quaxwell(520)-Quaquaval(919),YES,NO,NO
Quaxwell,520,LV12,1,4,3,Quaxly(300)-Quaxwell(520)-Quaquaval(918),YES,NO,NO
Quaxwell,520,LV12,1,6,0,Quaxly(300)-Quaxwell(520)-Quaquaval(917),YES,NO,NO
Quaxwell,520,LV11.5,1,7,14,Quaxly(302)-Quaxwell(520)-Quaquaval(912),YES,NO,NO
Quaxwell,520,LV11.5,1,8,13,Quaxly(303)-Quaxwell(520)-Quaquaval(913),YES,NO,NO
Quaxwell,520,LV11.5,1,9,11,Quaxly(303)-Quaxwell(520)-Quaquaval(911),YES,NO,NO
Quaxwell,520,LV11.5,1,10,10,Quaxly(303)-Quaxwell(520)-Quaquaval(912),YES,NO,NO
Quaxwell,520,LV11.5,1,12,7,Quaxly(304)-Quaxwell(520)-Quaquaval(910),YES,NO,NO
Quaxwell,520,LV11.5,1,13,6,Quaxly(304)-Quaxwell(520)-Quaquaval(911),YES,NO,NO
Quaxwell,520,LV12,2,1,5,Quaxly(299)-Quaxwell(520)-Quaquaval(918),YES,NO,NO
Quaxwell,520,LV12,2,3,2,Quaxly(299)-Quaxwell(520)-Quaquaval(917),YES,NO,NO
Quaxwell,520,LV12,2,4,1,Quaxly(300)-Quaxwell(520)-Quaquaval(918),YES,NO,NO
Quaxwell,520,LV11.5,2,5,15,Quaxly(303)-Quaxwell(520)-Quaquaval(913),YES,NO,NO
Quaxwell,520,LV11.5,2,6,13,Quaxly(302)-Quaxwell(520)-Quaquaval(911),YES,NO,NO
Quaxwell,520,LV11.5,2,7,12,Quaxly(303)-Quaxwell(520)-Quaquaval(912),YES,NO,NO
Quaxwell,520,LV11.5,2,9,9,Quaxly(303)-Quaxwell(520)-Quaquaval(911),YES,NO,NO
Quaxwell,520,LV11.5,2,10,8,Quaxly(304)-Quaxwell(520)-Quaquaval(911),YES,NO,NO
Quaxwell,520,LV11.5,2,12,5,Quaxly(304)-Quaxwell(520)-Quaquaval(910),YES,NO,NO
Quaxwell,520,LV11.5,2,13,4,Quaxly(305)-Quaxwell(520)-Quaquaval(910),YES,NO,NO
Quaxwell,520,LV11.5,2,15,1,Quaxly(305)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV12,3,1,3,Quaxly(299)-Quaxwell(520)-Quaquaval(917),YES,NO,NO
Quaxwell,520,LV12,3,3,0,Quaxly(300)-Quaxwell(520)-Quaquaval(916),YES,NO,NO
Quaxwell,520,LV11.5,3,4,14,Quaxly(302)-Quaxwell(520)-Quaquaval(911),YES,NO,NO
Quaxwell,520,LV11.5,3,6,11,Quaxly(303)-Quaxwell(520)-Quaquaval(911),YES,NO,NO
Quaxwell,520,LV11.5,3,7,10,Quaxly(304)-Quaxwell(520)-Quaquaval(911),YES,NO,NO
Quaxwell,520,LV11.5,3,8,8,Quaxly(303)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11.5,3,9,7,Quaxly(304)-Quaxwell(520)-Quaquaval(910),YES,NO,NO
Quaxwell,520,LV11.5,3,11,4,Quaxly(304)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11.5,3,12,3,Quaxly(305)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11,3,15,15,Quaxly(307)-Quaxwell(520)-Quaquaval(903),YES,NO,NO
Quaxwell,520,LV12,4,0,2,Quaxly(299)-Quaxwell(520)-Quaquaval(916),YES,NO,NO
Quaxwell,520,LV12,4,1,1,Quaxly(300)-Quaxwell(520)-Quaquaval(917),YES,NO,NO
Quaxwell,520,LV11.5,4,2,15,Quaxly(302)-Quaxwell(520)-Quaquaval(912),YES,NO,NO
Quaxwell,520,LV11.5,4,3,13,Quaxly(302)-Quaxwell(520)-Quaquaval(910),YES,NO,NO
Quaxwell,520,LV11.5,4,4,12,Quaxly(303)-Quaxwell(520)-Quaquaval(911),YES,NO,NO
Quaxwell,520,LV11.5,4,5,10,Quaxly(303)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11.5,4,6,9,Quaxly(303)-Quaxwell(520)-Quaquaval(910),YES,NO,NO
Quaxwell,520,LV11.5,4,8,6,Quaxly(304)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11.5,4,9,5,Quaxly(304)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11.5,4,11,2,Quaxly(304)-Quaxwell(520)-Quaquaval(908),YES,NO,NO
Quaxwell,520,LV11.5,4,12,1,Quaxly(305)-Quaxwell(520)-Quaquaval(908),YES,NO,NO
Quaxwell,520,LV11,4,14,14,Quaxly(307)-Quaxwell(520)-Quaquaval(902),YES,NO,NO
Quaxwell,520,LV11,4,15,13,Quaxly(308)-Quaxwell(520)-Quaquaval(902),YES,NO,NO
Quaxwell,520,LV12,5,0,0,Quaxly(299)-Quaxwell(520)-Quaquaval(915),YES,NO,NO
Quaxwell,520,LV11.5,5,1,14,Quaxly(302)-Quaxwell(520)-Quaquaval(911),YES,NO,NO
Quaxwell,520,LV11.5,5,3,11,Quaxly(303)-Quaxwell(520)-Quaquaval(910),YES,NO,NO
Quaxwell,520,LV11.5,5,5,8,Quaxly(303)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11.5,5,6,7,Quaxly(304)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11.5,5,8,4,Quaxly(304)-Quaxwell(520)-Quaquaval(908),YES,NO,NO
Quaxwell,520,LV11.5,5,9,3,Quaxly(305)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11.5,5,11,0,Quaxly(305)-Quaxwell(520)-Quaquaval(907),YES,NO,NO
Quaxwell,520,LV11,5,12,15,Quaxly(308)-Quaxwell(520)-Quaquaval(903),YES,NO,NO
Quaxwell,520,LV11,5,13,13,Quaxly(307)-Quaxwell(520)-Quaquaval(901),YES,NO,NO
Quaxwell,520,LV11,5,14,12,Quaxly(308)-Quaxwell(520)-Quaquaval(901),YES,NO,NO
Quaxwell,520,LV11.5,6,0,13,Quaxly(302)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11.5,6,1,12,Quaxly(303)-Quaxwell(520)-Quaquaval(910),YES,NO,NO
Quaxwell,520,LV11.5,6,2,10,Quaxly(303)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11.5,6,3,9,Quaxly(303)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11.5,6,5,6,Quaxly(304)-Quaxwell(520)-Quaquaval(908),YES,NO,NO
Quaxwell,520,LV11.5,6,7,3,Quaxly(304)-Quaxwell(520)-Quaquaval(907),YES,NO,NO
Quaxwell,520,LV11.5,6,8,2,Quaxly(305)-Quaxwell(520)-Quaquaval(907),YES,NO,NO
Quaxwell,520,LV11,6,10,15,Quaxly(307)-Quaxwell(520)-Quaquaval(901),YES,NO,NO
Quaxwell,520,LV11,6,11,14,Quaxly(308)-Quaxwell(520)-Quaquaval(902),YES,NO,NO
Quaxwell,520,LV11,6,13,11,Quaxly(308)-Quaxwell(520)-Quaquaval(900),YES,NO,NO
Quaxwell,520,LV11,6,14,10,Quaxly(308)-Quaxwell(520)-Quaquaval(901),YES,NO,NO
Quaxwell,520,LV11.5,7,0,11,Quaxly(302)-Quaxwell(520)-Quaquaval(909),YES,NO,NO
Quaxwell,520,LV11.5,7,2,8,Quaxly(303)-Quaxwell(520)-Quaquaval(908),YES,NO,NO
Quaxwell,520,LV11.5,7,3,7,Quaxly(304)-Quaxwell(520)-Quaquaval(908),YES,NO,NO
Quaxwell,520,LV11.5,7,4,5,Quaxly(303)-Quaxwell(520)-Quaquaval(907),YES,NO,NO
Quaxwell,520,LV11.5,7,5,4,Quaxly(304)-Quaxwell(520)-Quaquaval(907),YES,NO,NO
Quaxwell,520,LV11.5,7,7,1,Quaxly(304)-Quaxwell(520)-Quaquaval(906),YES,NO,NO
Quaxwell,520,LV11.5,7,8,0,Quaxly(305)-Quaxwell(520)-Quaquaval(907),YES,NO,NO
Quaxwell,520,LV11,7,10,13,Quaxly(308)-Quaxwell(520)-Quaquaval(900),YES,NO,NO
Quaxwell,520,LV11,7,12,10,Quaxly(308)-Quaxwell(520)-Quaquaval(899),YES,NO,NO
Quaxwell,520,LV11,7,13,9,Quaxly(308)-Quaxwell(520)-Quaquaval(900),YES,NO,NO
Quaxwell,520,LV11,7,15,6,Quaxly(308)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11.5,8,0,9,Quaxly(303)-Quaxwell(520)-Quaquaval(908),YES,NO,NO
Quaxwell,520,LV11.5,8,2,6,Quaxly(303)-Quaxwell(520)-Quaquaval(907),YES,NO,NO
Quaxwell,520,LV11.5,8,4,3,Quaxly(304)-Quaxwell(520)-Quaquaval(906),YES,NO,NO
Quaxwell,520,LV11.5,8,5,2,Quaxly(304)-Quaxwell(520)-Quaquaval(907),YES,NO,NO
Quaxwell,520,LV11,8,7,15,Quaxly(307)-Quaxwell(520)-Quaquaval(900),YES,NO,NO
Quaxwell,520,LV11,8,9,12,Quaxly(307)-Quaxwell(520)-Quaquaval(899),YES,NO,NO
Quaxwell,520,LV11,8,10,11,Quaxly(308)-Quaxwell(520)-Quaquaval(900),YES,NO,NO
Quaxwell,520,LV11,8,12,8,Quaxly(308)-Quaxwell(520)-Quaquaval(899),YES,NO,NO
Quaxwell,520,LV11,8,13,7,Quaxly(309)-Quaxwell(520)-Quaquaval(899),YES,NO,NO
Quaxwell,520,LV11,8,15,4,Quaxly(309)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11.5,9,0,7,Quaxly(303)-Quaxwell(520)-Quaquaval(907),YES,NO,NO
Quaxwell,520,LV11.5,9,1,5,Quaxly(303)-Quaxwell(520)-Quaquaval(906),YES,NO,NO
Quaxwell,520,LV11.5,9,2,4,Quaxly(304)-Quaxwell(520)-Quaquaval(906),YES,NO,NO
Quaxwell,520,LV11.5,9,4,1,Quaxly(304)-Quaxwell(520)-Quaquaval(905),YES,NO,NO
Quaxwell,520,LV11.5,9,5,0,Quaxly(305)-Quaxwell(520)-Quaquaval(906),YES,NO,NO
Quaxwell,520,LV11,9,6,14,Quaxly(307)-Quaxwell(520)-Quaquaval(899),YES,NO,NO
Quaxwell,520,LV11,9,7,13,Quaxly(307)-Quaxwell(520)-Quaquaval(900),YES,NO,NO
Quaxwell,520,LV11,9,9,10,Quaxly(308)-Quaxwell(520)-Quaquaval(899),YES,NO,NO
Quaxwell,520,LV11,9,10,9,Quaxly(308)-Quaxwell(520)-Quaquaval(899),YES,NO,NO
Quaxwell,520,LV11,9,12,6,Quaxly(309)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11,9,13,5,Quaxly(309)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11,9,15,2,Quaxly(309)-Quaxwell(520)-Quaquaval(897),YES,NO,NO
Quaxwell,520,LV11.5,10,0,5,Quaxly(304)-Quaxwell(520)-Quaquaval(907),YES,NO,NO
Quaxwell,520,LV11.5,10,1,3,Quaxly(303)-Quaxwell(520)-Quaquaval(905),YES,NO,NO
Quaxwell,520,LV11.5,10,2,2,Quaxly(304)-Quaxwell(520)-Quaquaval(906),YES,NO,NO
Quaxwell,520,LV11,10,4,15,Quaxly(307)-Quaxwell(520)-Quaquaval(899),YES,NO,NO
Quaxwell,520,LV11,10,6,12,Quaxly(307)-Quaxwell(520)-Quaquaval(899),YES,NO,NO
Quaxwell,520,LV11,10,7,11,Quaxly(308)-Quaxwell(520)-Quaquaval(899),YES,NO,NO
Quaxwell,520,LV11,10,8,9,Quaxly(308)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11,10,9,8,Quaxly(308)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11,10,11,5,Quaxly(308)-Quaxwell(520)-Quaquaval(897),YES,NO,NO
Quaxwell,520,LV11,10,12,4,Quaxly(309)-Quaxwell(520)-Quaquaval(897),YES,NO,NO
Quaxwell,520,LV11,10,13,3,Quaxly(310)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11,10,15,0,Quaxly(309)-Quaxwell(520)-Quaquaval(896),YES,NO,NO
Quaxwell,520,LV11.5,11,0,3,Quaxly(304)-Quaxwell(520)-Quaquaval(906),YES,NO,NO
Quaxwell,520,LV11.5,11,1,1,Quaxly(304)-Quaxwell(520)-Quaquaval(904),YES,NO,NO
Quaxwell,520,LV11.5,11,2,0,Quaxly(304)-Quaxwell(520)-Quaquaval(905),YES,NO,NO
Quaxwell,520,LV11,11,3,14,Quaxly(306)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11,11,4,13,Quaxly(307)-Quaxwell(520)-Quaquaval(899),YES,NO,NO
Quaxwell,520,LV11,11,6,10,Quaxly(308)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11,11,8,7,Quaxly(308)-Quaxwell(520)-Quaquaval(897),YES,NO,NO
Quaxwell,520,LV11,11,9,6,Quaxly(309)-Quaxwell(520)-Quaquaval(897),YES,NO,NO
Quaxwell,520,LV11,11,11,3,Quaxly(309)-Quaxwell(520)-Quaquaval(896),YES,NO,NO
Quaxwell,520,LV11,11,12,2,Quaxly(309)-Quaxwell(520)-Quaquaval(896),YES,NO,NO
Quaxwell,520,LV10.5,11,15,15,Quaxly(313)-Quaxwell(520)-Quaquaval(891),YES,NO,NO
Quaxwell,520,LV11.5,12,0,1,Quaxly(304)-Quaxwell(520)-Quaquaval(905),YES,NO,NO
Quaxwell,520,LV11,12,1,15,Quaxly(306)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11,12,2,14,Quaxly(307)-Quaxwell(520)-Quaquaval(899),YES,NO,NO
Quaxwell,520,LV11,12,3,12,Quaxly(307)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11,12,4,11,Quaxly(308)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11,12,5,9,Quaxly(307)-Quaxwell(520)-Quaquaval(897),YES,NO,NO
Quaxwell,520,LV11,12,6,8,Quaxly(308)-Quaxwell(520)-Quaquaval(897),YES,NO,NO
Quaxwell,520,LV11,12,8,5,Quaxly(308)-Quaxwell(520)-Quaquaval(896),YES,NO,NO
Quaxwell,520,LV11,12,9,4,Quaxly(309)-Quaxwell(520)-Quaquaval(897),YES,NO,NO
Quaxwell,520,LV11,12,11,1,Quaxly(309)-Quaxwell(520)-Quaquaval(895),YES,NO,NO
Quaxwell,520,LV11,12,12,0,Quaxly(310)-Quaxwell(520)-Quaquaval(895),YES,NO,NO
Quaxwell,520,LV10.5,12,13,15,Quaxly(312)-Quaxwell(520)-Quaquaval(889),YES,NO,NO
Quaxwell,520,LV10.5,12,14,14,Quaxly(312)-Quaxwell(520)-Quaquaval(890),YES,NO,NO
Quaxwell,520,LV11,13,1,13,Quaxly(307)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11,13,3,10,Quaxly(307)-Quaxwell(520)-Quaquaval(897),YES,NO,NO
Quaxwell,520,LV11,13,4,9,Quaxly(308)-Quaxwell(520)-Quaquaval(898),YES,NO,NO
Quaxwell,520,LV11,13,5,7,Quaxly(308)-Quaxwell(520)-Quaquaval(896),YES,NO,NO
Quaxwell,520,LV11,13,6,6,Quaxly(308)-Quaxwell(520)-Quaquaval(896),YES,NO,NO
Quaxwell,520,LV11,13,8,3,Quaxly(309)-Quaxwell(520)-Quaquaval(895),YES,NO,NO
Quaxwell,520,LV11,13,9,2,Quaxly(309)-Quaxwell(520)-Quaquaval(896),YES,NO,NO
Quaxwell,520,LV10.5,13,13,13,Quaxly(312)-Quaxwell(520)-Quaquaval(889),YES,NO,NO
Quaxwell,520,LV10.5,13,14,12,Quaxly(313)-Quaxwell(520)-Quaquaval(889),YES,NO,NO
Quaxwell,520,LV11,14,1,11,Quaxly(307)-Quaxwell(520)-Quaquaval(897),YES,NO,NO
Quaxwell,520,LV11,14,3,8,Quaxly(308)-Quaxwell(520)-Quaquaval(896),YES,NO,NO
Quaxwell,520,LV11,14,5,5,Quaxly(308)-Quaxwell(520)-Quaquaval(895),YES,NO,NO
Quaxwell,520,LV11,14,6,4,Quaxly(309)-Quaxwell(520)-Quaquaval(896),YES,NO,NO
Quaxwell,520,LV11,14,8,1,Quaxly(309)-Quaxwell(520)-Quaquaval(894),YES,NO,NO
Quaxwell,520,LV11,14,9,0,Quaxly(309)-Quaxwell(520)-Quaquaval(895),YES,NO,NO
Quaxwell,520,LV10.5,14,10,15,Quaxly(312)-Quaxwell(520)-Quaquaval(888),YES,NO,NO
Quaxwell,520,LV10.5,14,11,14,Quaxly(312)-Quaxwell(520)-Quaquaval(889),YES,NO,NO
Quaxwell,520,LV10.5,14,13,11,Quaxly(313)-Quaxwell(520)-Quaquaval(888),YES,NO,NO
Quaxwell,520,LV10.5,14,14,10,Quaxly(313)-Quaxwell(520)-Quaquaval(888),YES,NO,NO
Quaxwell,520,LV11,15,1,9,Quaxly(307)-Quaxwell(520)-Quaquaval(896),YES,NO,NO
Quaxwell,520,LV11,15,3,6,Quaxly(308)-Quaxwell(520)-Quaquaval(895),YES,NO,NO
Quaxwell,520,LV11,15,5,3,Quaxly(308)-Quaxwell(520)-Quaquaval(894),YES,NO,NO
Quaxwell,520,LV11,15,6,2,Quaxly(309)-Quaxwell(520)-Quaquaval(895),YES,NO,NO
Quaxwell,520,LV10.5,15,10,13,Quaxly(312)-Quaxwell(520)-Quaquaval(888),YES,NO,NO
Quaxwell,520,LV10.5,15,11,12,Quaxly(313)-Quaxwell(520)-Quaquaval(888),YES,NO,NO
Quaxwell,520,LV10.5,15,12,10,Quaxly(312)-Quaxwell(520)-Quaquaval(887),YES,NO,NO
Quaxwell,520,LV10.5,15,13,9,Quaxly(313)-Quaxwell(520)-Quaquaval(887),YES,NO,NO
Quaxwell,520,LV10.5,15,14,8,Quaxly(313)-Quaxwell(520)-Quaquaval(888),YES,NO,NO
Quaquaval,520,LV7,0,0,8,Quaxly(168)-Quaxwell(293)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,0,2,5,Quaxly(168)-Quaxwell(293)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,0,3,4,Quaxly(169)-Quaxwell(294)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,0,4,3,Quaxly(169)-Quaxwell(294)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,0,6,0,Quaxly(169)-Quaxwell(294)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,1,0,6,Quaxly(168)-Quaxwell(294)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,1,1,5,Quaxly(169)-Quaxwell(294)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,1,3,2,Quaxly(169)-Quaxwell(294)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,1,4,1,Quaxly(169)-Quaxwell(294)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,1,5,0,Quaxly(170)-Quaxwell(294)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,2,0,4,Quaxly(168)-Quaxwell(294)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,2,1,3,Quaxly(169)-Quaxwell(294)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,2,2,2,Quaxly(169)-Quaxwell(294)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,3,1,1,Quaxly(169)-Quaxwell(294)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,3,2,0,Quaxly(170)-Quaxwell(295)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,4,0,1,Quaxly(170)-Quaxwell(295)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV7,4,1,0,Quaxly(170)-Quaxwell(295)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,5,14,15,Quaxly(178)-Quaxwell(300)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,5,15,14,Quaxly(178)-Quaxwell(301)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,6,14,13,Quaxly(178)-Quaxwell(300)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,6,15,12,Quaxly(179)-Quaxwell(301)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,7,11,15,Quaxly(178)-Quaxwell(301)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,7,12,14,Quaxly(178)-Quaxwell(301)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,7,13,13,Quaxly(179)-Quaxwell(301)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,7,15,10,Quaxly(179)-Quaxwell(301)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,8,10,15,Quaxly(179)-Quaxwell(301)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,8,12,12,Quaxly(179)-Quaxwell(301)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,8,13,11,Quaxly(179)-Quaxwell(301)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,8,14,10,Quaxly(179)-Quaxwell(302)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,9,9,14,Quaxly(178)-Quaxwell(301)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,9,10,13,Quaxly(179)-Quaxwell(301)-Quaquaval(520),YES,NO,NO
Quaquaval,520,LV6.5,9,11,12,Quaxly(179)-Quaxwell(302)-Quaquaval(520),YES,NO,NO
